school_name	school_section	cca_grouping_desc	cca_generic_name	cca_customized_name
FUCHUN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
FUCHUN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
FUCHUN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	na
FUCHUN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
FUCHUN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	DANCE - MODERN & CULTURAL
FUCHUN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
FUCHUN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	na
FUCHUN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
BUKIT PANJANG GOVT. HIGH SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	BAND - CONCERT & MILITARY
FUCHUN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	INTERACT CLUB	na
FUCHUN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	LION DANCE TROUPE	FESTIVE DRUMS AND LION DANCE TROUPE
FUCHUN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	SINGAPORE YOUTH FLYING CLUB	na
FUCHUN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	GREEN CLUB	na
SERANGOON SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	na
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	PRODUCTION MANAGEMENT
FUHUA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
FUHUA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
FUHUA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
FUHUA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
FUHUA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	BAND - BRASS	BRASS BAND
FUHUA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
FUHUA PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
FUHUA PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
FUHUA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
FUHUA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	MODERN DANCE
FUHUA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
FUHUA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
FUHUA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	SHOOTING - AIR RIFLE/ AIR PISTOL CLUB
FUHUA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BADMINTON	BADMINTON CLUB
FUHUA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	TABLE TENNIS CLUB
FUHUA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TCHOUKBALL	TCHOUKBALL CLUB
FUHUA SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	NPCC
FUHUA SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SINGAPORE RED CROSS SOCIETY	RED CROSS
FUHUA SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SCOUTS	SEA SCOUTS
FUHUA SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	NCC (LAND)
FUHUA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
FUHUA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	CHOIR
BUKIT VIEW SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	na
FUHUA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE AND WUSHU
ST. GABRIEL'S SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	INFOCOMM CLUB
ST. HILDA'S SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	na
FUHUA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	LDDS - ENGLISH	ELDDS
CHANGKAT CHANGI SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	na
TAMPINES SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	MEDIATECH CLUB
FUHUA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ENVIRONMENTAL CLUB	ENVIRONMENT CLUB
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	SCRABBLE CLUB	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	BAND - BRASS	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
GAN ENG SENG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	Infocomm and Media Club
GAN ENG SENG SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	BASKETBALL (BOYS ONLY)
GAN ENG SENG SCHOOL	SECONDARY	PHYSICAL SPORTS	CANOEING/ROWING/DRAGON BOAT	CANOE SPRINT TEAM
GAN ENG SENG SCHOOL	SECONDARY	PHYSICAL SPORTS	CROSS COUNTRY	na
GAN ENG SENG SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL (BOYS ONLY)
GAN ENG SENG SCHOOL	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	TABLE TENNIS (GIRLS ONLY)
GAN ENG SENG SCHOOL	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
GAN ENG SENG SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
GAN ENG SENG SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	NPCC (BOYS ONLY)
GAN ENG SENG SCHOOL	SECONDARY	UNIFORMED GROUPS	ST. JOHN BRIGADE	na
GAN ENG SENG SCHOOL	SECONDARY	UNIFORMED GROUPS	SCOUTS	DRAGON SCOUTS
GAN ENG SENG SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	NCC (LAND) (BOYS ONLY)
GAN ENG SENG SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
CHRIST CHURCH SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	SCHOOL BAND
GAN ENG SENG SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	DANCE ENSEMBLE
GAN ENG SENG SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
GAN ENG SENG SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ENTREPRENEUR CLUB	na
GAN ENG SENG SCHOOL	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	INFOCOMM CLUB
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	NETBALL	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	FOOTBALL	SOCCER
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	ROPE SKIPPING	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - ANGKLUNG/KULINTANG	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - HANDBELL/HANDCHIME	ENSEMBLE - HANDBELLS
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	JAZZ BALLET
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE CULTURAL DANCE
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	ENGLISH SOCIETY	ENGLISH LANGUAGE DRAMA SOCIETY
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	ENVIRONMENTAL CLUB	SCIENCE & ENVIRONMENT CLUB
GEYLANG METHODIST SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA CLUB
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	CLUBS AND SOCIETIES	COMPUTER CLUB	DIGITAL MEDIA CLUB
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	ATHLETICS
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	NETBALL	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	SOFTBALL	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	TEN-PIN BOWLING	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	UNIFORMED GROUPS	NPCC	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
CHUA CHU KANG SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	BAND
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	CLUBS AND SOCIETIES	CHESS CLUB - INTERNATIONAL	BOARD GAMES CLUB
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	AVMC (AV MEDIA & COMPUTER)
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	CLUBS AND SOCIETIES	YOUNG JOURNALISTS CLUB	PHOTO AND VIDEO SOCIETY
COMMONWEALTH SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	BAND - CONCERT
GONGSHANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	JOURNALISM BROADCAST	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	MODULAR SPORTS	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	RUGBY	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - HANDBELL/HANDCHIME	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
GONGSHANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	LIBRARY	na
GREENDALE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	CANOEING/ROWING/DRAGON BOAT	CANOEING
GREENDALE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FENCING	na
GREENDALE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL
GREENDALE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	SOFTBALL	na
GREENDALE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FLOORBALL	na
GREENDALE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	NATIONAL POLICE CADET CORPS
GREENDALE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	GREENDALE ORCHESTRA
GREENDALE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	CHORALE
GREENDALE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	DANCE ENSEMBLE
GREENDALE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	THEATRICKS - ENGLISH
UNITY SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	na
GREENDALE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	ODAC
VICTORIA SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	AUDIO VISUAL CLUB
WEST SPRING SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	na
DEYI SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	BAND
GREENDALE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SINGAPORE RED CROSS SOCIETY	RED CROSS YOUTH UNIT
GREENDALE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	NATIONAL CADET CORPS
GREENDALE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - ANGKLUNG/KULINTANG	ANGKLUNG ENSEMBLE
GREENRIDGE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	NATIONAL EDUCATION	NE CLUB
GREENRIDGE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
GREENRIDGE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	BAND - BRASS	BRASS BAND
GREENRIDGE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	GUZHENG ENSEMBLE
GREENRIDGE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
GREENRIDGE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	MALAY DANCE
GREENRIDGE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART EXPRESSION
GREENRIDGE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	PREFECTORIAL BOARD	na
GREENRIDGE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	LIBRARY	LIBRARY & READING CLUB
GREENRIDGE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	SCIENCE CLUB	SCIENCE & ENVIRONMENT CLUB
GREENRIDGE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	RUGBY	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TCHOUKBALL	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SCOUTS	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
EAST SPRING SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	Band - Symphonic
GREENRIDGE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
WESTWOOD SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	AVA CLUB
WOODLANDS RING SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	AVA/PHOTOGRAPHY CLUB
GREENWOOD PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
GREENWOOD PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	ROPE SKIPPING	na
GREENWOOD PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
GREENWOOD PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
GREENWOOD PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
GREENWOOD PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
GREENWOOD PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	INDIAN DANCE
GREENWOOD PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	MALAY DANCE
GREENWOOD PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
GREENWOOD PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	MATHEMATICS SOCIETY	EINSTEIN CLUB
GREENWOOD PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ENGLISH SOCIETY	BLISS CLUB
GREENWOOD PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INNOVATION AND ENTERPRISE CLUB	PIXEL BYTES CLUB
GREENWOOD PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	ATHLETICS
GUANGYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
GUANGYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
GUANGYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
GUANGYANG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
GUANGYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - ANGKLUNG/KULINTANG	na
GUANGYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - HANDBELL/HANDCHIME	A# TALENT DEVELOPMENT
GUANGYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
GUANGYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	na
GUANGYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
GUANGYANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	COMPUTER CLUB	INFOCOMM CLUB
GUANGYANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	SCIENCE SOCIETY	SCIENCE & ENVIRONMENTAL CLUB
GUANGYANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	WEIQI CLUB	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SINGAPORE RED CROSS SOCIETY	RED CROSS YOUTH
GUANGYANG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	DRAMA
FUHUA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	BAND
GUANGYANG SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	"MUSIC, DRAMA & DANCE CLUB"	DANCE
YIO CHU KANG SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	MEDIA CLUB - AVA & VIDEOGRAPHY
GUANGYANG SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	COMPUTER CLUB	INFOCOMM CLUB
GUANGYANG SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	GREEN CLUB	na
GAN ENG SENG SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - MILITARY	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	CROSS COUNTRY
GUANGYANG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
GUANGYANG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
HAI SING CATHOLIC SCHOOL	SECONDARY	PHYSICAL SPORTS	BADMINTON	BADMINTON (BOYS)
HAI SING CATHOLIC SCHOOL	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	ATHLETICS
HAI SING CATHOLIC SCHOOL	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	VOLLEYBALL(GIRLS)
HAI SING CATHOLIC SCHOOL	SECONDARY	PHYSICAL SPORTS	TEN-PIN BOWLING	na
HAI SING CATHOLIC SCHOOL	SECONDARY	PHYSICAL SPORTS	GOLF	na
HAI SING CATHOLIC SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
